Economy_Label,CargoType_Label,Year,Metric_tons_in_millions_Value,Metric_tons_Footnote,Metric_tons_MissingValue
"Developing economies: Americas","Total goods loaded",2015,1352,,
"Developing economies: Americas","Total goods loaded",2016,1355,,
"Developing economies: Americas","Total goods loaded",2017,1364,,
"Developing economies: Americas","Total goods loaded",2018,1385,,
"Developing economies: Americas","Total goods loaded",2019,1407,,
"Developing economies: Americas","Total goods loaded",2020,1373,,
"Developing economies: Americas","Total goods loaded",2021,1383,,
"Developing economies: Americas","Crude oil discharged",2006,64,,
"Developing economies: Americas","Crude oil discharged",2007,76,,
"Developing economies: Americas","Crude oil discharged",2008,74,,
"Developing economies: Americas","Crude oil discharged",2009,64,,
"Developing economies: Americas","Crude oil discharged",2010,69,,
"Developing economies: Americas","Crude oil discharged",2011,71,,
"Developing economies: Americas","Crude oil discharged",2012,75,,
"Developing economies: Americas","Crude oil discharged",2013,69,,
"Developing economies: Americas","Crude oil discharged",2014,65,,
"Developing economies: Americas","Crude oil discharged",2015,66,,
"Developing economies: Americas","Crude oil discharged",2016,52,,
"Developing economies: Americas","Crude oil discharged",2017,48,,
"Developing economies: Americas","Crude oil discharged",2018,47,,
"Developing economies: Americas","Crude oil discharged",2019,45,,
"Developing economies: Americas","Crude oil discharged",2020,39,,
"Developing economies: Americas","Crude oil discharged",2021,36,,
"Developing economies: Americas","Other tanker trade discharged",2006,62,,
"Developing economies: Americas","Other tanker trade discharged",2007,64,,
"Developing economies: Americas","Other tanker trade discharged",2008,70,,
"Developing economies: Americas","Other tanker trade discharged",2009,74,,
"Developing economies: Americas","Other tanker trade discharged",2010,77,,
"Developing economies: Americas","Other tanker trade discharged",2011,74,,
"Developing economies: Americas","Other tanker trade discharged",2012,84,,
"Developing economies: Americas","Other tanker trade discharged",2013,89,,
"Developing economies: Americas","Other tanker trade discharged",2014,100,,
"Developing economies: Americas","Other tanker trade discharged",2015,102,,
"Developing economies: Americas","Other tanker trade discharged",2016,128,,
"Developing economies: Americas","Other tanker trade discharged",2017,141,,
"Developing economies: Americas","Other tanker trade discharged",2018,149,,
"Developing economies: Americas","Other tanker trade discharged",2019,144,,
"Developing economies: Americas","Other tanker trade discharged",2020,129,,
"Developing economies: Americas","Other tanker trade discharged",2021,129,,
"Developing economies: Americas","Dry cargo discharged",2006,264,,
"Developing economies: Americas","Dry cargo discharged",2007,276,,
"Developing economies: Americas","Dry cargo discharged",2008,289,,
"Developing economies: Americas","Dry cargo discharged",2009,234,,
"Developing economies: Americas","Dry cargo discharged",2010,263,,
"Developing economies: Americas","Dry cargo discharged",2011,326,,
"Developing economies: Americas","Dry cargo discharged",2012,374,,
"Developing economies: Americas","Dry cargo discharged",2013,397,,
"Developing economies: Americas","Dry cargo discharged",2014,407,,
"Developing economies: Americas","Dry cargo discharged",2015,422,,
"Developing economies: Americas","Dry cargo discharged",2016,386,,
"Developing economies: Americas","Dry cargo discharged",2017,419,,
"Developing economies: Americas","Dry cargo discharged",2018,442,,
"Developing economies: Americas","Dry cargo discharged",2019,433,,
"Developing economies: Americas","Dry cargo discharged",2020,421,,
"Developing economies: Americas","Dry cargo discharged",2021,472,,
"Developing economies: Americas","Total goods discharged",2006,389,,
"Developing economies: Americas","Total goods discharged",2007,416,,
"Developing economies: Americas","Total goods discharged",2008,433,,
"Developing economies: Americas","Total goods discharged",2009,372,,
"Developing economies: Americas","Total goods discharged",2010,409,,
"Developing economies: Americas","Total goods discharged",2011,471,,
"Developing economies: Americas","Total goods discharged",2012,532,,
"Developing economies: Americas","Total goods discharged",2013,555,,
"Developing economies: Americas","Total goods discharged",2014,572,,
"Developing economies: Americas","Total goods discharged",2015,590,,
"Developing economies: Americas","Total goods discharged",2016,566,,
"Developing economies: Americas","Total goods discharged",2017,608,,
"Developing economies: Americas","Total goods discharged",2018,638,,
"Developing economies: Americas","Total goods discharged",2019,621,,
"Developing economies: Americas","Total goods discharged",2020,590,,
"Developing economies: Americas","Total goods discharged",2021,638,,
"Developing economies: Asia and Oceania","Crude oil loaded",2006,926,,
"Developing economies: Asia and Oceania","Crude oil loaded",2007,944,,
"Developing economies: Asia and Oceania","Crude oil loaded",2008,906,,
"Developing economies: Asia and Oceania","Crude oil loaded",2009,876,,
"Developing economies: Asia and Oceania","Crude oil loaded",2010,936,,
"Developing economies: Asia and Oceania","Crude oil loaded",2011,909,,
"Developing economies: Asia and Oceania","Crude oil loaded",2012,902,,
"Developing economies: Asia and Oceania","Crude oil loaded",2013,908,,
"Developing economies: Asia and Oceania","Crude oil loaded",2014,895,,
"Developing economies: Asia and Oceania","Crude oil loaded",2015,943,,
"Developing economies: Asia and Oceania","Crude oil loaded",2016,989,,
"Developing economies: Asia and Oceania","Crude oil loaded",2017,983,,
"Developing economies: Asia and Oceania","Crude oil loaded",2018,960,,
"Developing economies: Asia and Oceania","Crude oil loaded",2019,868,,
"Developing economies: Asia and Oceania","Crude oil loaded",2020,840,,
"Developing economies: Asia and Oceania","Crude oil loaded",2021,855,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2006,324,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2007,325,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2008,316,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2009,321,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2010,323,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2011,362,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2012,349,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2013,382,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2014,422,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2015,471,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2016,548,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2017,529,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2018,550,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2019,589,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2020,554,,
"Developing economies: Asia and Oceania","Other tanker trade loaded",2021,579,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2006,1586,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2007,1689,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2008,1715,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2009,1604,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2010,1678,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2011,1804,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2012,1947,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2013,2021,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2014,2149,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2015,2090,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2016,2161,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2017,2260,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2018,2320,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2019,2385,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2020,2321,,
"Developing economies: Asia and Oceania","Dry cargo loaded",2021,2471,,
"Developing economies: Asia and Oceania","Total goods loaded",2006,2836,,
"Developing economies: Asia and Oceania","Total goods loaded",2007,2958,,
"Developing economies: Asia and Oceania","Total goods loaded",2008,2937,,
"Developing economies: Asia and Oceania","Total goods loaded",2009,2800,,
"Developing economies: Asia and Oceania","Total goods loaded",2010,2937,,
"Developing economies: Asia and Oceania","Total goods loaded",2011,3076,,
"Developing economies: Asia and Oceania","Total goods loaded",2012,3197,,
"Developing economies: Asia and Oceania","Total goods loaded",2013,3310,,
"Developing economies: Asia and Oceania","Total goods loaded",2014,3465,,
"Developing economies: Asia and Oceania","Total goods loaded",2015,3504,,
"Developing economies: Asia and Oceania","Total goods loaded",2016,3698,,
"Developing economies: Asia and Oceania","Total goods loaded",2017,3772,,
"Developing economies: Asia and Oceania","Total goods loaded",2018,3830,,
"Developing economies: Asia and Oceania","Total goods loaded",2019,3841,,
"Developing economies: Asia and Oceania","Total goods loaded",2020,3715,,
"Developing economies: Asia and Oceania","Total goods loaded",2021,3904,,
"Developing economies: Asia and Oceania","Crude oil discharged",2006,445,,
"Developing economies: Asia and Oceania","Crude oil discharged",2007,491,,
"Developing economies: Asia and Oceania","Crude oil discharged",2008,461,,
"Developing economies: Asia and Oceania","Crude oil discharged",2009,524,,
"Developing economies: Asia and Oceania","Crude oil discharged",2010,566,,
"Developing economies: Asia and Oceania","Crude oil discharged",2011,584,,
"Developing economies: Asia and Oceania","Crude oil discharged",2012,597,,
"Developing economies: Asia and Oceania","Crude oil discharged",2013,643,,
"Developing economies: Asia and Oceania","Crude oil discharged",2014,665,,
"Developing economies: Asia and Oceania","Crude oil discharged",2015,698,,
"Developing economies: Asia and Oceania","Crude oil discharged",2016,791,,
"Developing economies: Asia and Oceania","Crude oil discharged",2017,817,,
"Developing economies: Asia and Oceania","Crude oil discharged",2018,875,,
"Developing economies: Asia and Oceania","Crude oil discharged",2019,892,,
"Developing economies: Asia and Oceania","Crude oil discharged",2020,916,,
"Developing economies: Asia and Oceania","Crude oil discharged",2021,906,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2006,237,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2007,246,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2008,268,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2009,246,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2010,276,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2011,294,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2012,297,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2013,312,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2014,337,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2015,411,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2016,509,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2017,534,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2018,565,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2019,580,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2020,591,,
"Developing economies: Asia and Oceania","Other tanker trade discharged",2021,596,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2006,1681,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2007,1881,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2008,2046,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2009,2280,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2010,2436,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2011,2670,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2012,2832,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2013,3094,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2014,3217,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2015,3266,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2016,3405,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2017,3602,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2018,3697,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2019,3801,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2020,3917,,
"Developing economies: Asia and Oceania","Dry cargo discharged",2021,4004,,
"Developing economies: Asia and Oceania","Total goods discharged",2006,2363,,
"Developing economies: Asia and Oceania","Total goods discharged",2007,2618,,
"Developing economies: Asia and Oceania","Total goods discharged",2008,2774,,
"Developing economies: Asia and Oceania","Total goods discharged",2009,3050,,
"Developing economies: Asia and Oceania","Total goods discharged",2010,3278,,
"Developing economies: Asia and Oceania","Total goods discharged",2011,3548,,
"Developing economies: Asia and Oceania","Total goods discharged",2012,3725,,
"Developing economies: Asia and Oceania","Total goods discharged",2013,4050,,
"Developing economies: Asia and Oceania","Total goods discharged",2014,4220,,
"Developing economies: Asia and Oceania","Total goods discharged",2015,4375,,
"Developing economies: Asia and Oceania","Total goods discharged",2016,4704,,
"Developing economies: Asia and Oceania","Total goods discharged",2017,4953,,
"Developing economies: Asia and Oceania","Total goods discharged",2018,5137,,
"Developing economies: Asia and Oceania","Total goods discharged",2019,5273,,
"Developing economies: Asia and Oceania","Total goods discharged",2020,5424,,
"Developing economies: Asia and Oceania","Total goods discharged",2021,5507,,
"Developing economies: Asia","Crude oil loaded",2006,925,,
"Developing economies: Asia","Crude oil loaded",2007,942,,
"Developing economies: Asia","Crude oil loaded",2008,905,,
"Developing economies: Asia","Crude oil loaded",2009,874,,
"Developing economies: Asia","Crude oil loaded",2010,935,,
"Developing economies: Asia","Crude oil loaded",2011,908,,
"Developing economies: Asia","Crude oil loaded",2012,901,,
"Developing economies: Asia","Crude oil loaded",2013,906,,
"Developing economies: Asia","Crude oil loaded",2014,893,,
"Developing economies: Asia","Crude oil loaded",2015,942,,
"Developing economies: Asia","Crude oil loaded",2016,988,,
"Developing economies: Asia","Crude oil loaded",2017,982,,
"Developing economies: Asia","Crude oil loaded",2018,958,,
"Developing economies: Asia","Crude oil loaded",2019,866,,
"Developing economies: Asia","Crude oil loaded",2020,838,,
"Developing economies: Asia","Crude oil loaded",2021,854,,
"Developing economies: Asia","Other tanker trade loaded",2006,324,,
"Developing economies: Asia","Other tanker trade loaded",2007,325,,
"Developing economies: Asia","Other tanker trade loaded",2008,316,,
"Developing economies: Asia","Other tanker trade loaded",2009,320,,
"Developing economies: Asia","Other tanker trade loaded",2010,323,,
"Developing economies: Asia","Other tanker trade loaded",2011,362,,
"Developing economies: Asia","Other tanker trade loaded",2012,348,,
"Developing economies: Asia","Other tanker trade loaded",2013,381,,
"Developing economies: Asia","Other tanker trade loaded",2014,418,,
"Developing economies: Asia","Other tanker trade loaded",2015,463,,
"Developing economies: Asia","Other tanker trade loaded",2016,540,,
"Developing economies: Asia","Other tanker trade loaded",2017,521,,
"Developing economies: Asia","Other tanker trade loaded",2018,542,,
"Developing economies: Asia","Other tanker trade loaded",2019,581,,
"Developing economies: Asia","Other tanker trade loaded",2020,547,,
"Developing economies: Asia","Other tanker trade loaded",2021,574,,
"Developing economies: Asia","Dry cargo loaded",2006,1581,,
"Developing economies: Asia","Dry cargo loaded",2007,1684,,
"Developing economies: Asia","Dry cargo loaded",2008,1710,,
"Developing economies: Asia","Dry cargo loaded",2009,1599,,
"Developing economies: Asia","Dry cargo loaded",2010,1673,,
"Developing economies: Asia","Dry cargo loaded",2011,1799,,
"Developing economies: Asia","Dry cargo loaded",2012,1941,,
"Developing economies: Asia","Dry cargo loaded",2013,2015,,
"Developing economies: Asia","Dry cargo loaded",2014,2144,,
"Developing economies: Asia","Dry cargo loaded",2015,2085,,
"Developing economies: Asia","Dry cargo loaded",2016,2156,,
"Developing economies: Asia","Dry cargo loaded",2017,2255,,
"Developing economies: Asia","Dry cargo loaded",2018,2315,,
"Developing economies: Asia","Dry cargo loaded",2019,2379,,
"Developing economies: Asia","Dry cargo loaded",2020,2316,,
"Developing economies: Asia","Dry cargo loaded",2021,2462,,
"Developing economies: Asia","Total goods loaded",2006,2830,,
"Developing economies: Asia","Total goods loaded",2007,2952,,
"Developing economies: Asia","Total goods loaded",2008,2931,,
"Developing economies: Asia","Total goods loaded",2009,2794,,
"Developing economies: Asia","Total goods loaded",2010,2931,,
"Developing economies: Asia","Total goods loaded",2011,3069,,
"Developing economies: Asia","Total goods loaded",2012,3190,,
"Developing economies: Asia","Total goods loaded",2013,3303,,
"Developing economies: Asia","Total goods loaded",2014,3455,,
"Developing economies: Asia","Total goods loaded",2015,3490,,
"Developing economies: Asia","Total goods loaded",2016,3684,,
"Developing economies: Asia","Total goods loaded",2017,3758,,
"Developing economies: Asia","Total goods loaded",2018,3815,,
"Developing economies: Asia","Total goods loaded",2019,3826,,
"Developing economies: Asia","Total goods loaded",2020,3701,,
"Developing economies: Asia","Total goods loaded",2021,3889,,
"Developing economies: Asia","Crude oil discharged",2006,444,,
"Developing economies: Asia","Crude oil discharged",2007,491,,
"Developing economies: Asia","Crude oil discharged",2008,461,,
"Developing economies: Asia","Crude oil discharged",2009,524,,
"Developing economies: Asia","Crude oil discharged",2010,566,,
"Developing economies: Asia","Crude oil discharged",2011,584,,
"Developing economies: Asia","Crude oil discharged",2012,597,,
"Developing economies: Asia","Crude oil discharged",2013,642,,
"Developing economies: Asia","Crude oil discharged",2014,665,,
"Developing economies: Asia","Crude oil discharged",2015,698,,
"Developing economies: Asia","Crude oil discharged",2016,791,,
"Developing economies: Asia","Crude oil discharged",2017,817,,
"Developing economies: Asia","Crude oil discharged",2018,874,,
"Developing economies: Asia","Crude oil discharged",2019,891,,
"Developing economies: Asia","Crude oil discharged",2020,915,,
"Developing economies: Asia","Crude oil discharged",2021,906,,
"Developing economies: Asia","Other tanker trade discharged",2006,232,,
"Developing economies: Asia","Other tanker trade discharged",2007,241,,
"Developing economies: Asia","Other tanker trade discharged",2008,263,,
"Developing economies: Asia","Other tanker trade discharged",2009,241,,
"Developing economies: Asia","Other tanker trade discharged",2010,271,,
"Developing economies: Asia","Other tanker trade discharged",2011,289,,
"Developing economies: Asia","Other tanker trade discharged",2012,291,,
"Developing economies: Asia","Other tanker trade discharged",2013,307,,
"Developing economies: Asia","Other tanker trade discharged",2014,333,,
"Developing economies: Asia","Other tanker trade discharged",2015,407,,
"Developing economies: Asia","Other tanker trade discharged",2016,504,,
"Developing economies: Asia","Other tanker trade discharged",2017,530,,
"Developing economies: Asia","Other tanker trade discharged",2018,560,,
"Developing economies: Asia","Other tanker trade discharged",2019,576,,
"Developing economies: Asia","Other tanker trade discharged",2020,587,,
"Developing economies: Asia","Other tanker trade discharged",2021,591,,
"Developing economies: Asia","Dry cargo discharged",2006,1673,,
"Developing economies: Asia","Dry cargo discharged",2007,1873,,
"Developing economies: Asia","Dry cargo discharged",2008,2038,,
"Developing economies: Asia","Dry cargo discharged",2009,2272,,
"Developing economies: Asia","Dry cargo discharged",2010,2428,,
"Developing economies: Asia","Dry cargo discharged",2011,2661,,
"Developing economies: Asia","Dry cargo discharged",2012,2823,,
"Developing economies: Asia","Dry cargo discharged",2013,3086,,
"Developing economies: Asia","Dry cargo discharged",2014,3209,,
"Developing economies: Asia","Dry cargo discharged",2015,3258,,
"Developing economies: Asia","Dry cargo discharged",2016,3396,,
"Developing economies: Asia","Dry cargo discharged",2017,3594,,
"Developing economies: Asia","Dry cargo discharged",2018,3688,,
"Developing economies: Asia","Dry cargo discharged",2019,3793,,
"Developing economies: Asia","Dry cargo discharged",2020,3908,,
"Developing economies: Asia","Dry cargo discharged",2021,3996,,
"Developing economies: Asia","Total goods discharged",2006,2350,,
"Developing economies: Asia","Total goods discharged",2007,2605,,
"Developing economies: Asia","Total goods discharged",2008,2761,,
"Developing economies: Asia","Total goods discharged",2009,3036,,
"Developing economies: Asia","Total goods discharged",2010,3265,,
"Developing economies: Asia","Total goods discharged",2011,3534,,
"Developing economies: Asia","Total goods discharged",2012,3711,,
"Developing economies: Asia","Total goods discharged",2013,4035,,
"Developing economies: Asia","Total goods discharged",2014,4207,,
"Developing economies: Asia","Total goods discharged",2015,4362,,
"Developing economies: Asia","Total goods discharged",2016,4691,,
"Developing economies: Asia","Total goods discharged",2017,4940,,
"Developing economies: Asia","Total goods discharged",2018,5123,,
"Developing economies: Asia","Total goods discharged",2019,5260,,
"Developing economies: Asia","Total goods discharged",2020,5411,,
"Developing economies: Asia","Total goods discharged",2021,5492,,
"Developing economies: Oceania","Crude oil loaded",2006,1,,
"Developing economies: Oceania","Crude oil loaded",2007,1,,
"Developing economies: Oceania","Crude oil loaded",2008,1,,
"Developing economies: Oceania","Crude oil loaded",2009,1,,
"Developing economies: Oceania","Crude oil loaded",2010,1,,
"Developing economies: Oceania","Crude oil loaded",2011,1,,
"Developing economies: Oceania","Crude oil loaded",2012,1,,
"Developing economies: Oceania","Crude oil loaded",2013,1,,
"Developing economies: Oceania","Crude oil loaded",2014,1,,
"Developing economies: Oceania","Crude oil loaded",2015,2,,
"Developing economies: Oceania","Crude oil loaded",2016,2,,
"Developing economies: Oceania","Crude oil loaded",2017,2,,
"Developing economies: Oceania","Crude oil loaded",2018,2,,
"Developing economies: Oceania","Crude oil loaded",2019,2,,
"Developing economies: Oceania","Crude oil loaded",2020,2,,
"Developing economies: Oceania","Crude oil loaded",2021,2,,
"Developing economies: Oceania","Other tanker trade loaded",2006,0,,
"Developing economies: Oceania","Other tanker trade loaded",2007,0,,
"Developing economies: Oceania","Other tanker trade loaded",2008,0,,
"Developing economies: Oceania","Other tanker trade loaded",2009,0,,
"Developing economies: Oceania","Other tanker trade loaded",2010,0,,
"Developing economies: Oceania","Other tanker trade loaded",2011,0,,
"Developing economies: Oceania","Other tanker trade loaded",2012,1,,
"Developing economies: Oceania","Other tanker trade loaded",2013,1,,
"Developing economies: Oceania","Other tanker trade loaded",2014,4,,
"Developing economies: Oceania","Other tanker trade loaded",2015,8,,
"Developing economies: Oceania","Other tanker trade loaded",2016,8,,
"Developing economies: Oceania","Other tanker trade loaded",2017,8,,
"Developing economies: Oceania","Other tanker trade loaded",2018,8,,
"Developing economies: Oceania","Other tanker trade loaded",2019,8,,
"Developing economies: Oceania","Other tanker trade loaded",2020,7,,
"Developing economies: Oceania","Other tanker trade loaded",2021,5,,
"Developing economies: Oceania","Dry cargo loaded",2006,4,,
"Developing economies: Oceania","Dry cargo loaded",2007,4,,
"Developing economies: Oceania","Dry cargo loaded",2008,5,,
"Developing economies: Oceania","Dry cargo loaded",2009,5,,
"Developing economies: Oceania","Dry cargo loaded",2010,5,,
"Developing economies: Oceania","Dry cargo loaded",2011,5,,
"Developing economies: Oceania","Dry cargo loaded",2012,5,,
"Developing economies: Oceania","Dry cargo loaded",2013,5,,
"Developing economies: Oceania","Dry cargo loaded",2014,5,,
"Developing economies: Oceania","Dry cargo loaded",2015,5,,
"Developing economies: Oceania","Dry cargo loaded",2016,5,,
"Developing economies: Oceania","Dry cargo loaded",2017,5,,
"Developing economies: Oceania","Dry cargo loaded",2018,5,,
"Developing economies: Oceania","Dry cargo loaded",2019,6,,
"Developing economies: Oceania","Dry cargo loaded",2020,6,,
"Developing economies: Oceania","Dry cargo loaded",2021,9,,
"Developing economies: Oceania","Total goods loaded",2006,6,,
"Developing economies: Oceania","Total goods loaded",2007,6,,
"Developing economies: Oceania","Total goods loaded",2008,6,,
"Developing economies: Oceania","Total goods loaded",2009,6,,
"Developing economies: Oceania","Total goods loaded",2010,7,,
"Developing economies: Oceania","Total goods loaded",2011,7,,
"Developing economies: Oceania","Total goods loaded",2012,7,,
"Developing economies: Oceania","Total goods loaded",2013,7,,
"Developing economies: Oceania","Total goods loaded",2014,11,,
"Developing economies: Oceania","Total goods loaded",2015,14,,
"Developing economies: Oceania","Total goods loaded",2016,14,,
"Developing economies: Oceania","Total goods loaded",2017,14,,
"Developing economies: Oceania","Total goods loaded",2018,15,,
"Developing economies: Oceania","Total goods loaded",2019,15,,
"Developing economies: Oceania","Total goods loaded",2020,14,,
"Developing economies: Oceania","Total goods loaded",2021,15,,
"Developing economies: Oceania","Crude oil discharged",2006,1,,
"Developing economies: Oceania","Crude oil discharged",2007,1,,
"Developing economies: Oceania","Crude oil discharged",2008,1,,
"Developing economies: Oceania","Crude oil discharged",2009,1,,
"Developing economies: Oceania","Crude oil discharged",2010,1,,
"Developing economies: Oceania","Crude oil discharged",2011,1,,
"Developing economies: Oceania","Crude oil discharged",2012,0,,
"Developing economies: Oceania","Crude oil discharged",2013,1,,
"Developing economies: Oceania","Crude oil discharged",2014,1,,
"Developing economies: Oceania","Crude oil discharged",2015,1,,
"Developing economies: Oceania","Crude oil discharged",2016,1,,
"Developing economies: Oceania","Crude oil discharged",2017,1,,
"Developing economies: Oceania","Crude oil discharged",2018,1,,
"Developing economies: Oceania","Crude oil discharged",2019,1,,
"Developing economies: Oceania","Crude oil discharged",2020,1,,
"Developing economies: Oceania","Crude oil discharged",2021,1,,
"Developing economies: Oceania","Other tanker trade discharged",2006,5,,
"Developing economies: Oceania","Other tanker trade discharged",2007,5,,
"Developing economies: Oceania","Other tanker trade discharged",2008,5,,
"Developing economies: Oceania","Other tanker trade discharged",2009,5,,
"Developing economies: Oceania","Other tanker trade discharged",2010,5,,
"Developing economies: Oceania","Other tanker trade discharged",2011,5,,
"Developing economies: Oceania","Other tanker trade discharged",2012,5,,
"Developing economies: Oceania","Other tanker trade discharged",2013,5,,
"Developing economies: Oceania","Other tanker trade discharged",2014,4,,
"Developing economies: Oceania","Other tanker trade discharged",2015,4,,
"Developing economies: Oceania","Other tanker trade discharged",2016,4,,
"Developing economies: Oceania","Other tanker trade discharged",2017,4,,
"Developing economies: Oceania","Other tanker trade discharged",2018,5,,
"Developing economies: Oceania","Other tanker trade discharged",2019,4,,
"Developing economies: Oceania","Other tanker trade discharged",2020,4,,
"Developing economies: Oceania","Other tanker trade discharged",2021,5,,
"Developing economies: Oceania","Dry cargo discharged",2006,8,,
"Developing economies: Oceania","Dry cargo discharged",2007,8,,
"Developing economies: Oceania","Dry cargo discharged",2008,8,,
"Developing economies: Oceania","Dry cargo discharged",2009,8,,
"Developing economies: Oceania","Dry cargo discharged",2010,8,,
"Developing economies: Oceania","Dry cargo discharged",2011,8,,
"Developing economies: Oceania","Dry cargo discharged",2012,8,,
"Developing economies: Oceania","Dry cargo discharged",2013,8,,
"Developing economies: Oceania","Dry cargo discharged",2014,8,,
"Developing economies: Oceania","Dry cargo discharged",2015,8,,
"Developing economies: Oceania","Dry cargo discharged",2016,8,,
"Developing economies: Oceania","Dry cargo discharged",2017,8,,
"Developing economies: Oceania","Dry cargo discharged",2018,8,,
"Developing economies: Oceania","Dry cargo discharged",2019,9,,
"Developing economies: Oceania","Dry cargo discharged",2020,9,,
"Developing economies: Oceania","Dry cargo discharged",2021,9,,
"Developing economies: Oceania","Total goods discharged",2006,13,,
"Developing economies: Oceania","Total goods discharged",2007,13,,
"Developing economies: Oceania","Total goods discharged",2008,14,,
"Developing economies: Oceania","Total goods discharged",2009,14,,
"Developing economies: Oceania","Total goods discharged",2010,14,,
"Developing economies: Oceania","Total goods discharged",2011,14,,
"Developing economies: Oceania","Total goods discharged",2012,14,,
"Developing economies: Oceania","Total goods discharged",2013,14,,
"Developing economies: Oceania","Total goods discharged",2014,13,,
"Developing economies: Oceania","Total goods discharged",2015,13,,
"Developing economies: Oceania","Total goods discharged",2016,14,,
"Developing economies: Oceania","Total goods discharged",2017,13,,
"Developing economies: Oceania","Total goods discharged",2018,14,,
"Developing economies: Oceania","Total goods discharged",2019,14,,
"Developing economies: Oceania","Total goods discharged",2020,14,,
"Developing economies: Oceania","Total goods discharged",2021,14,,
"Developed economies","Crude oil loaded",2006,252,,
"Developed economies","Crude oil loaded",2007,255,,
"Developed economies","Crude oil loaded",2008,265,,
"Developed economies","Crude oil loaded",2009,255,,
"Developed economies","Crude oil loaded",2010,274,,
"Developed economies","Crude oil loaded",2011,250,,
"Developed economies","Crude oil loaded",2012,266,,
"Developed economies","Crude oil loaded",2013,262,,
"Developed economies","Crude oil loaded",2014,280,,
"Developed economies","Crude oil loaded",2015,300,,
"Developed economies","Crude oil loaded",2016,339,,
"Developed economies","Crude oil loaded",2017,375,,
"Developed economies","Crude oil loaded",2018,423,,
"Developed economies","Crude oil loaded",2019,467,,
"Developed economies","Crude oil loaded",2020,439,,
"Developed economies","Crude oil loaded",2021,429,,
"Developed economies","Other tanker trade loaded",2006,411,,
"Developed economies","Other tanker trade loaded",2007,436,,
"Developed economies","Other tanker trade loaded",2008,465,,
"Developed economies","Other tanker trade loaded",2009,454,,
"Developed economies","Other tanker trade loaded",2010,490,,
"Developed economies","Other tanker trade loaded",2011,520,,
